industry,origin_city,dest_tier,shipments_per_day,avg_weight,avg_distance_km,pct_same_day,pct_4hr,peak_window,on_time_importance,current_provider,cur_delivery_time_hr,cur_cost_aed,fuel_cost,driver_wage,vehicle_type,maint_cost_per_km,delay_rate_pct,delay_reason,delay_churn_pct,csat_current,nps_current,repeat_rate,complaint_count,complaint_category,faster_rev_impact,sales_uplift_pct,premium_wtp,cost_vs_speed,switch_likelihood,avg_stops,return_pickups_pct,traffic_level,cold_chain_pct,cust_time_pref,speed_rankings,price_rankings,switch_reason,adoption_drivers,churn_threshold,target_cost_per_km,fuel_sensitivity_pct,desired_cost_redux,roi_months,primary_kpi
e-commerce,Sharjah,Tier-2 suburban,53.2,0.2,15.84,5.5,15.9,10 am–2 pm,4,Traditional 3PL,8.69,35.4,3.57,15.73,Van,1.45,51.88,Traffic,30.57,8,94,15.83,1,Poor support,No,19.78,3.48,Cost over speed,3,9,81,Heavy,18,Morning,"[2, 4, 5, 1, 3]","[1, 4, 3, 2, 5]",Cost,"COD handling, 24/7 support",3 misses,3.53,53.93,7.67,5,CSAT
electronics,Ajman,Tier-1 urban,13.19,5.74,3.94,6.6,31.24,6–10 am,4,Competitor B,5.12,27.47,2.96,49.95,Bike,0.52,61.79,Vehicle breakdown,40.53,3,14,68.47,2,Damaged goods,Yes,48.22,14.3,Both equal,2,7,68,Heavy,61,Evening,"[3, 2, 4, 1, 5]","[4, 2, 1, 3, 5]",Cost,AI ETA accuracy,Would stay,2.78,34.66,4.36,2,CSAT
other,Sharjah,Rural,23.88,1.13,32.97,28.71,2.61,10 am–2 pm,2,Competitor B,3.28,25.34,2.34,21.91,Bike,1.92,4.73,Driver shortage,16.68,6,-24,11.5,0,High cost,Yes,72.84,4.86,Both equal,1,7,11,Heavy,62,Afternoon,"[1, 5, 2, 4, 3]","[5, 4, 1, 2, 3]",Cost,"Real-time tracking, AI ETA accuracy, CO₂ reporting",After 1 miss,2.05,5.11,9.13,2,CSAT
electronics,Sharjah,Tier-1 urban,4.28,5.53,26.95,13.35,27.65,6–10 am,3,Competitor A,2.49,7.84,2.96,10.14,Van,2.1,23.58,Driver shortage,30.51,10,18,30.52,1,High cost,No,26.45,3.05,Both equal,3,1,32,Heavy,37,Morning,"[5, 2, 3, 1, 4]","[4, 3, 5, 1, 2]",Cost,"COD handling, AI ETA accuracy",After 1 miss,1.61,31.75,27.79,4,CSAT
groceries,Ras Al Khaimah,Tier-1 urban,27.54,7.23,25.64,13.58,15.52,10 am–2 pm,2,Traditional 3PL,5.04,22.75,2.69,15.68,Van,1.56,63.44,Wrong routing,32.04,8,39,78.19,1,Late delivery,Yes,20.25,7.9,Both equal,3,4,62,Heavy,41,Evening,"[4, 3, 5, 1, 2]","[1, 2, 3, 4, 5]",Reliability,"24/7 support, AI ETA accuracy, COD handling",After 1 miss,1.21,28.4,19.22,9,Cost per delivery
e-commerce,Sharjah,Tier-2 suburban,1.0,0.46,14.81,22.43,41.38,6–10 am,3,Competitor A,5.74,34.52,2.95,18.87,Van,2.06,36.01,Traffic,30.28,9,-51,33.76,0,Poor support,Yes,17.0,1.93,Both equal,1,6,96,Light,22,Morning,"[1, 4, 2, 5, 3]","[5, 4, 3, 1, 2]",Speed,24/7 support,After 1 miss,1.69,31.94,10.76,8,Delivery time
other,Ras Al Khaimah,Tier-2 suburban,47.84,5.01,21.11,62.39,11.67,10 am–2 pm,2,Competitor B,16.44,31.4,2.87,17.72,Van,2.07,15.42,Driver shortage,38.06,6,-75,19.04,2,High cost,Yes,31.09,5.84,Speed over cost,3,9,51,Moderate,84,Afternoon,"[4, 5, 3, 2, 1]","[1, 5, 4, 2, 3]",Tech features,COD handling,3 misses,2.82,43.77,27.22,9,Cost per delivery
groceries,Dubai,Tier-1 urban,49.02,1.04,1.15,13.6,19.33,10 am–2 pm,4,Competitor B,4.01,29.32,2.82,24.33,Van,1.05,16.8,Traffic,9.77,10,29,27.84,1,Late delivery,No,15.72,2.2,Both equal,5,5,44,Moderate,16,Morning,"[4, 5, 1, 3, 2]","[1, 2, 4, 3, 5]",Reliability,Real-time tracking,3 misses,2.87,5.31,9.01,8,CO₂ emissions
e-commerce,Dubai,Tier-1 urban,12.59,6.68,2.89,54.59,29.96,2–6 pm,5,Competitor B,5.48,19.09,4.53,15.53,Van,1.7,66.46,Traffic,12.43,3,86,49.3,0,Late delivery,No,34.89,6.8,Both equal,2,1,29,Moderate,6,Morning,"[5, 2, 4, 3, 1]","[1, 4, 5, 2, 3]",Service,24/7 support,3 misses,3.11,20.33,44.67,4,Cost per delivery
electronics,Abu Dhabi,Tier-1 urban,38.01,5.47,23.09,14.95,13.69,2–6 pm,1,Traditional 3PL,6.19,13.71,3.37,19.39,Van,1.65,26.92,Traffic,64.75,9,36,14.09,0,Late delivery,Yes,22.71,6.88,Cost over speed,2,4,8,Moderate,90,Morning,"[4, 2, 1, 3, 5]","[4, 3, 2, 1, 5]",Speed,Real-time tracking,After 1 miss,2.02,14.97,21.91,4,Delivery time
groceries,Dubai,Tier-1 urban,51.47,4.15,26.14,11.9,16.46,2–6 pm,5,Traditional 3PL,4.49,24.46,3.02,18.31,Bike,1.05,7.25,Wrong routing,24.21,9,-43,15.97,3,Late delivery,Yes,20.83,7.17,Cost over speed,2,8,35,Moderate,93,Afternoon,"[4, 2, 1, 3, 5]","[3, 1, 4, 2, 5]",Cost,AI ETA accuracy,3 misses,1.75,20.21,30.99,8,Delivery time
e-commerce,Sharjah,Tier-2 suburban,41.29,8.05,4.23,17.54,4.38,10 am–2 pm,5,Traditional 3PL,18.86,28.02,3.72,50.0,Van,1.28,7.43,Customs,26.12,9,23,60.52,0,Late delivery,No,48.69,14.65,Both equal,1,4,53,Moderate,91,Afternoon,"[4, 5, 2, 1, 3]","[2, 1, 3, 4, 5]",Speed,24/7 support,3 misses,3.38,35.44,43.32,4,Delivery time
e-commerce,Dubai,Tier-2 suburban,9.24,5.79,20.59,49.62,43.57,2–6 pm,4,Traditional 3PL,5.96,12.94,3.3,24.28,Bike,0.5,31.25,Wrong routing,42.09,5,-32,13.38,0,Late delivery,No,18.18,0.0,Both equal,1,7,88,Heavy,73,Morning,"[3, 4, 1, 2, 5]","[4, 1, 3, 2, 5]",Service,"AI ETA accuracy, COD handling, CO₂ reporting",5 misses,1.55,19.88,14.24,9,On-time %
e-commerce,Ras Al Khaimah,Tier-1 urban,32.7,3.59,36.62,12.34,26.41,6–10 am,2,In-house,5.16,41.81,3.05,21.14,Van,1.09,19.17,Traffic,32.12,7,80,8.7,1,Late delivery,Yes,41.68,4.62,Speed over cost,5,8,42,Moderate,83,Afternoon,"[2, 1, 4, 5, 3]","[2, 5, 3, 4, 1]",Speed,"AI ETA accuracy, CO₂ reporting",After 1 miss,2.72,7.78,4.96,10,Delivery time
groceries,Dubai,Tier-1 urban,50.96,5.43,16.81,12.66,24.86,6–10 am,1,Traditional 3PL,4.43,24.42,2.14,28.09,Van,2.03,25.59,Customs,20.56,3,48,40.74,0,Poor support,No,11.49,3.98,Cost over speed,1,8,46,Light,16,Anytime,"[4, 1, 3, 5, 2]","[3, 5, 1, 2, 4]",Reliability,"CO₂ reporting, Real-time tracking",3 misses,1.84,11.63,8.12,4,On-time %
electronics,Abu Dhabi,Tier-1 urban,6.75,4.72,10.76,5.95,2.44,6–10 am,5,Competitor B,8.37,5.0,3.92,24.85,Van,1.68,58.7,Traffic,35.67,10,-60,22.2,3,Damaged goods,Yes,6.73,8.32,Cost over speed,1,6,88,Light,21,Anytime,"[4, 2, 1, 3, 5]","[1, 2, 4, 3, 5]",Speed,"24/7 support, AI ETA accuracy, CO₂ reporting",After 1 miss,1.89,43.79,56.52,6,On-time %
groceries,Dubai,Tier-1 urban,18.2,2.69,13.95,33.01,29.8,6–10 am,3,Competitor A,5.44,16.72,4.01,15.45,Bike,1.98,35.91,Traffic,38.76,9,-85,48.15,1,Damaged goods,Yes,30.48,5.31,Cost over speed,2,5,78,Moderate,54,Afternoon,"[5, 4, 3, 2, 1]","[3, 5, 1, 4, 2]",Reliability,AI ETA accuracy,After 1 miss,1.16,16.53,11.78,9,CO₂ emissions
fashion,Abu Dhabi,Tier-1 urban,41.68,5.21,15.64,37.67,15.47,10 am–2 pm,3,Traditional 3PL,6.83,31.04,2.77,25.03,Bike,1.2,23.83,Wrong routing,6.4,10,-21,57.84,1,Late delivery,No,29.82,6.29,Speed over cost,1,2,68,Heavy,78,Afternoon,"[3, 5, 1, 2, 4]","[4, 2, 1, 3, 5]",Speed,24/7 support,3 misses,1.63,41.85,22.96,5,On-time %
fashion,Dubai,Tier-1 urban,43.9,6.75,13.01,29.79,2.7,10 am–2 pm,4,Competitor A,4.03,27.82,3.71,19.4,Bike,1.6,20.02,Traffic,14.08,5,-88,21.54,2,Late delivery,Yes,14.78,3.37,Both equal,3,2,11,Heavy,38,Afternoon,"[5, 3, 2, 1, 4]","[4, 2, 1, 5, 3]",Speed,CO₂ reporting,5 misses,1.12,4.47,21.27,1,Delivery time
electronics,Dubai,Tier-1 urban,34.76,2.42,11.96,8.36,27.71,6–10 am,2,Competitor A,6.29,5.0,3.13,22.07,Van,1.14,10.49,Wrong routing,15.46,6,41,12.05,0,Late delivery,Yes,64.63,9.92,Both equal,4,3,46,Moderate,59,Morning,"[4, 1, 5, 3, 2]","[1, 4, 2, 3, 5]",Speed,"CO₂ reporting, AI ETA accuracy, Real-time tracking",After 1 miss,1.42,23.71,52.88,7,Delivery time
e-commerce,Sharjah,Tier-2 suburban,35.88,6.84,1.0,11.84,3.18,6–10 pm,5,Traditional 3PL,8.62,24.56,3.13,24.23,Van,1.06,47.47,Traffic,42.99,2,-100,39.45,1,Late delivery,Yes,50.31,4.84,Cost over speed,2,6,65,Moderate,10,Anytime,"[5, 4, 1, 3, 2]","[2, 5, 1, 3, 4]",Speed,CO₂ reporting,Would stay,5.0,30.44,12.64,10,On-time %
electronics,Dubai,Tier-2 suburban,22.94,4.05,15.97,12.59,30.96,2–6 pm,4,Traditional 3PL,3.13,33.03,2.74,25.45,Bike,5.0,15.41,Driver shortage,25.62,3,21,28.68,2,Poor support,Yes,6.76,1.31,Cost over speed,4,8,85,Heavy,19,Evening,"[4, 2, 3, 5, 1]","[4, 5, 1, 3, 2]",Service,"Real-time tracking, COD handling, 24/7 support",3 misses,2.0,20.39,23.25,6,On-time %
groceries,Dubai,Tier-1 urban,28.08,0.2,22.24,18.82,32.7,6–10 pm,2,Traditional 3PL,2.49,22.83,3.25,23.81,Van,1.16,50.58,Traffic,20.92,10,10,32.6,0,Late delivery,Yes,51.14,4.46,Cost over speed,3,9,74,Light,37,Morning,"[1, 5, 3, 2, 4]","[4, 2, 5, 3, 1]",Cost,CO₂ reporting,After 1 miss,1.95,22.05,28.26,3,Cost per delivery
groceries,Sharjah,Rural,1.0,1.24,21.91,52.55,15.5,6–10 am,1,Competitor A,4.49,21.09,2.93,10.0,Van,2.03,31.86,Vehicle breakdown,14.84,9,37,27.22,1,Damaged goods,Yes,22.98,0.15,Both equal,5,9,54,Moderate,79,Morning,"[2, 1, 5, 4, 3]","[3, 1, 4, 2, 5]",Speed,"AI ETA accuracy, COD handling, CO₂ reporting",After 1 miss,1.9,12.1,34.09,2,Delivery time
electronics,Dubai,Tier-2 suburban,32.58,4.66,1.0,10.3,8.4,2–6 pm,2,Competitor B,7.41,11.74,3.05,23.07,Van,1.51,32.57,Driver shortage,40.58,4,68,19.25,1,Late delivery,No,38.89,5.52,Cost over speed,1,5,7,Moderate,87,Evening,"[5, 1, 3, 2, 4]","[1, 4, 3, 5, 2]",Service,CO₂ reporting,After 1 miss,2.22,16.85,24.99,10,Delivery time
pharma,Abu Dhabi,Rural,55.47,4.9,20.47,22.0,23.47,2–6 pm,1,Competitor A,5.4,21.65,2.97,50.0,Van,1.08,21.35,Customs,22.85,6,-6,38.85,1,Damaged goods,Yes,14.08,5.55,Both equal,2,3,72,Heavy,41,Afternoon,"[2, 5, 3, 4, 1]","[3, 5, 4, 2, 1]",Speed,24/7 support,After 1 miss,3.49,23.31,6.65,1,Delivery time
other,Dubai,Rural,52.15,5.22,16.54,15.44,22.58,6–10 pm,4,In-house,5.84,30.65,3.0,15.92,Van,2.03,35.53,Traffic,22.15,2,28,4.86,1,High cost,Yes,82.03,4.98,Speed over cost,2,2,84,Heavy,50,Afternoon,"[2, 5, 1, 3, 4]","[1, 5, 4, 3, 2]",Speed,Real-time tracking,5 misses,1.35,30.17,19.99,3,Cost per delivery
e-commerce,Dubai,Tier-2 suburban,48.72,2.93,9.32,23.62,28.03,10 am–2 pm,2,Competitor B,4.18,50.49,3.29,16.05,Truck,0.5,12.84,Wrong routing,35.17,5,-57,18.65,1,Late delivery,No,30.21,5.71,Cost over speed,2,7,0,Moderate,92,Evening,"[4, 3, 5, 2, 1]","[2, 3, 4, 5, 1]",Speed,"AI ETA accuracy, Real-time tracking, 24/7 support",After 1 miss,1.42,31.04,11.53,9,Cost per delivery
electronics,Sharjah,Tier-2 suburban,17.09,9.29,14.77,16.01,41.49,2–6 pm,5,Competitor B,5.34,22.95,3.35,22.03,Bike,1.73,32.99,Driver shortage,48.37,8,74,17.65,1,Damaged goods,No,11.8,8.33,Cost over speed,5,4,29,Heavy,33,Morning,"[5, 4, 3, 1, 2]","[5, 3, 4, 2, 1]",Speed,"Real-time tracking, CO₂ reporting",After 1 miss,1.96,27.62,32.26,5,Cost per delivery
e-commerce,Dubai,Tier-1 urban,43.33,6.37,9.77,46.57,16.13,6–10 am,5,Competitor A,2.1,14.11,2.71,11.65,Bike,0.94,11.24,Customs,52.71,8,56,15.07,0,Late delivery,Yes,7.89,3.36,Both equal,3,9,34,Moderate,57,Evening,"[2, 3, 5, 1, 4]","[3, 4, 5, 2, 1]",Speed,CO₂ reporting,3 misses,2.73,5.74,8.68,5,CSAT
other,Ajman,Tier-2 suburban,14.64,5.46,21.41,11.59,30.09,6–10 am,2,Traditional 3PL,1.0,24.85,3.55,15.78,Van,1.27,21.15,Wrong routing,8.03,7,16,17.07,1,Late delivery,Yes,18.22,8.35,Cost over speed,5,3,12,Heavy,55,Anytime,"[4, 1, 3, 2, 5]","[2, 1, 3, 4, 5]",Cost,Real-time tracking,3 misses,2.09,32.66,21.88,3,Cost per delivery
e-commerce,Ras Al Khaimah,Tier-2 suburban,40.72,3.4,14.31,33.82,45.82,6–10 am,4,Competitor A,4.25,8.67,3.49,21.09,Van,1.59,12.38,Customs,27.41,8,98,19.52,2,High cost,Yes,3.36,7.09,Both equal,4,4,31,Moderate,13,Morning,"[4, 1, 5, 3, 2]","[2, 5, 4, 3, 1]",Speed,COD handling,5 misses,2.61,31.29,30.92,5,CO₂ emissions
e-commerce,Dubai,Tier-2 suburban,11.88,0.2,59.43,29.83,47.45,6–10 pm,3,Competitor B,6.76,18.38,3.3,25.16,Truck,1.43,44.72,Traffic,39.78,4,10,17.98,2,Late delivery,Yes,18.93,19.5,Speed over cost,3,6,79,Light,3,Morning,"[2, 4, 1, 3, 5]","[5, 4, 3, 2, 1]",Service,"CO₂ reporting, AI ETA accuracy",3 misses,1.48,9.47,25.68,3,CSAT
pharma,Ras Al Khaimah,Tier-2 suburban,1.0,8.07,19.62,33.31,26.43,6–10 am,1,Competitor A,3.39,19.52,3.11,13.46,Bike,2.92,16.77,Wrong routing,35.43,8,-38,74.0,1,Late delivery,Yes,26.15,8.0,Cost over speed,4,4,70,Light,18,Anytime,"[3, 1, 2, 5, 4]","[2, 4, 5, 3, 1]",Cost,"Real-time tracking, CO₂ reporting, 24/7 support",3 misses,1.97,32.33,50.9,1,On-time %
pharma,Dubai,Tier-1 urban,1.0,2.34,7.21,9.26,59.19,6–10 am,3,Competitor A,6.42,19.59,3.51,23.19,Bike,1.29,44.64,Traffic,19.41,9,12,43.97,2,High cost,No,43.91,6.18,Cost over speed,5,3,23,Heavy,25,Morning,"[4, 2, 5, 1, 3]","[1, 5, 4, 2, 3]",Reliability,Real-time tracking,After 1 miss,1.14,36.79,56.98,1,Cost per delivery
e-commerce,Dubai,Tier-2 suburban,53.7,4.2,7.2,30.75,28.6,6–10 pm,5,In-house,5.39,24.74,6.0,20.29,Van,1.0,38.23,Traffic,60.47,1,-95,20.22,0,Poor support,No,15.1,3.2,Both equal,5,5,97,Light,34,Morning,"[4, 2, 3, 5, 1]","[1, 2, 5, 4, 3]",Tech features,"CO₂ reporting, COD handling",After 1 miss,2.76,70.74,11.42,10,On-time %
groceries,Dubai,Tier-1 urban,156.85,6.42,9.72,33.37,16.83,6–10 am,5,Traditional 3PL,5.12,11.28,3.66,21.38,Bike,0.94,7.89,Traffic,19.85,2,-95,38.36,1,Damaged goods,Yes,6.25,0.0,Speed over cost,5,4,85,Moderate,81,Anytime,"[1, 5, 4, 3, 2]","[3, 2, 4, 5, 1]",Speed,"AI ETA accuracy, COD handling, Real-time tracking",5 misses,1.39,9.73,62.76,8,Cost per delivery
groceries,Abu Dhabi,Tier-2 suburban,31.21,4.21,13.09,25.44,30.99,2–6 pm,3,Competitor B,2.42,11.07,3.46,23.01,Van,1.85,12.84,Driver shortage,28.2,8,-15,19.74,0,Late delivery,Yes,11.88,7.9,Both equal,5,9,87,Moderate,97,Morning,"[2, 1, 5, 4, 3]","[3, 1, 4, 2, 5]",Speed,"24/7 support, AI ETA accuracy",After 1 miss,1.81,48.02,44.89,1,On-time %
e-commerce,Sharjah,Rural,8.83,5.77,26.91,50.99,30.68,2–6 pm,5,Competitor A,6.63,39.72,3.34,26.7,Truck,1.93,35.15,Wrong routing,26.26,4,13,21.66,2,High cost,Yes,11.96,8.14,Speed over cost,2,5,58,Moderate,72,Morning,"[3, 4, 5, 1, 2]","[2, 1, 5, 3, 4]",Cost,COD handling,3 misses,0.86,31.08,41.64,10,Delivery time
pharma,Dubai,Tier-2 suburban,13.08,0.47,17.22,15.07,28.17,6–10 am,2,Competitor A,1.91,14.21,3.17,24.99,Bike,1.88,20.72,Traffic,37.7,2,-80,40.39,1,Late delivery,No,37.38,3.44,Speed over cost,3,1,13,Moderate,41,Morning,"[3, 1, 2, 5, 4]","[4, 2, 1, 3, 5]",Reliability,"CO₂ reporting, AI ETA accuracy",5 misses,5.0,21.05,59.69,6,Delivery time
fashion,Ajman,Tier-2 suburban,21.31,2.11,18.16,9.7,32.3,6–10 am,2,Traditional 3PL,8.64,11.57,2.97,27.57,Van,0.73,19.63,Traffic,17.35,10,8,32.88,0,Late delivery,Yes,29.0,3.32,Both equal,2,2,24,Light,53,Anytime,"[2, 3, 4, 5, 1]","[3, 1, 4, 2, 5]",Speed,"Real-time tracking, 24/7 support",After 1 miss,1.42,18.76,8.43,6,CSAT
electronics,Sharjah,Tier-1 urban,62.55,14.94,16.87,17.8,48.6,10 am–2 pm,1,Competitor B,2.87,15.42,2.39,13.09,Van,1.22,20.2,Customs,28.11,2,-29,20.68,1,Late delivery,Yes,28.76,4.99,Both equal,3,6,21,Light,74,Evening,"[4, 1, 2, 3, 5]","[5, 3, 2, 1, 4]",Service,AI ETA accuracy,After 1 miss,2.43,11.6,31.04,10,Delivery time
electronics,Dubai,Rural,25.46,3.6,73.67,32.43,53.85,6–10 pm,4,Competitor B,6.52,13.02,3.2,22.66,Van,2.07,21.19,Traffic,41.08,5,-21,24.48,2,Late delivery,Yes,30.86,8.62,Cost over speed,2,9,67,Light,10,Afternoon,"[5, 2, 4, 3, 1]","[2, 3, 5, 1, 4]",Cost,"24/7 support, AI ETA accuracy, Real-time tracking",After 1 miss,2.7,14.16,57.74,8,Delivery time
electronics,Sharjah,Tier-1 urban,35.2,3.95,15.44,23.19,6.62,2–6 pm,4,Competitor A,11.33,18.42,2.56,16.21,Bike,2.1,16.86,Traffic,15.11,4,-31,9.33,1,Damaged goods,No,58.03,2.82,Cost over speed,5,1,67,Light,19,Afternoon,"[1, 2, 3, 4, 5]","[3, 5, 1, 2, 4]",Cost,"24/7 support, AI ETA accuracy",Would stay,2.46,38.48,20.09,6,CO₂ emissions
pharma,Ras Al Khaimah,Rural,52.1,0.62,11.98,23.64,14.77,10 am–2 pm,5,Competitor B,6.58,18.94,2.0,10.0,Bike,2.21,15.64,Traffic,36.94,5,-10,18.6,1,Late delivery,No,42.09,0.06,Both equal,5,2,77,Light,66,Morning,"[1, 2, 4, 3, 5]","[2, 4, 3, 1, 5]",Speed,COD handling,5 misses,1.33,4.78,9.48,5,CSAT
e-commerce,Dubai,Tier-1 urban,24.96,6.37,12.6,14.65,17.53,10 am–2 pm,4,Competitor A,6.22,38.26,3.53,21.23,Bike,1.69,17.39,Traffic,11.01,10,-24,29.33,0,Damaged goods,Yes,12.91,0.63,Both equal,3,3,15,Moderate,97,Anytime,"[4, 1, 5, 2, 3]","[2, 3, 5, 1, 4]",Cost,"Real-time tracking, AI ETA accuracy",After 1 miss,2.36,25.96,13.57,11,Cost per delivery
pharma,Dubai,Tier-1 urban,36.33,4.38,22.36,22.3,3.35,10 am–2 pm,3,Traditional 3PL,3.07,18.39,3.74,20.53,Truck,0.54,9.37,Traffic,44.38,4,-5,9.74,0,Late delivery,Yes,42.11,2.99,Speed over cost,1,7,91,Light,83,Evening,"[4, 5, 2, 1, 3]","[5, 4, 3, 2, 1]",Service,CO₂ reporting,5 misses,1.06,33.13,44.01,11,Delivery time
fashion,Abu Dhabi,Tier-2 suburban,46.99,5.05,32.9,41.71,12.88,2–6 pm,4,In-house,1.0,32.06,3.78,28.86,Van,1.72,19.2,Traffic,52.79,5,55,20.43,1,Late delivery,No,47.24,2.03,Cost over speed,1,2,2,Moderate,53,Morning,"[4, 5, 1, 3, 2]","[2, 5, 4, 1, 3]",Service,"CO₂ reporting, Real-time tracking, 24/7 support",Would stay,1.69,44.45,21.7,2,Cost per delivery
other,Abu Dhabi,Tier-2 suburban,42.45,7.74,12.78,47.64,29.01,10 am–2 pm,1,Competitor B,12.36,17.67,4.0,17.81,Van,1.17,40.8,Traffic,20.59,9,-40,48.93,0,Late delivery,Yes,21.53,4.76,Cost over speed,4,9,67,Moderate,97,Anytime,"[5, 2, 3, 4, 1]","[4, 1, 2, 5, 3]",Tech features,CO₂ reporting,3 misses,3.11,46.44,18.23,8,Cost per delivery
groceries,Abu Dhabi,Tier-1 urban,45.84,5.86,14.15,20.87,27.38,6–10 am,4,Competitor B,4.4,28.1,3.3,19.71,Bike,1.43,28.4,Wrong routing,7.38,1,-91,17.9,0,Late delivery,Yes,32.94,3.56,Speed over cost,3,9,62,Light,78,Anytime,"[2, 3, 1, 5, 4]","[4, 1, 2, 3, 5]",Cost,"Real-time tracking, CO₂ reporting",3 misses,1.83,6.54,35.85,7,On-time %
e-commerce,Dubai,Tier-2 suburban,41.92,0.92,13.0,11.95,50.59,2–6 pm,3,Traditional 3PL,3.57,27.86,3.03,23.22,Bike,1.94,8.17,Vehicle breakdown,14.61,3,-84,21.12,1,Late delivery,Yes,6.44,6.43,Cost over speed,2,3,63,Heavy,49,Evening,"[4, 5, 3, 2, 1]","[3, 5, 4, 1, 2]",Speed,"AI ETA accuracy, CO₂ reporting, COD handling",After 1 miss,2.8,22.68,36.47,6,Delivery time
e-commerce,Sharjah,Tier-2 suburban,21.52,4.45,11.18,50.77,22.67,10 am–2 pm,3,In-house,9.33,24.42,3.78,10.0,Van,1.38,6.52,Traffic,10.99,3,74,5.96,1,Damaged goods,No,15.89,6.52,Both equal,2,1,58,Moderate,44,Anytime,"[2, 3, 1, 4, 5]","[5, 1, 2, 4, 3]",Tech features,CO₂ reporting,3 misses,2.22,19.48,11.31,2,CSAT
pharma,Sharjah,Tier-1 urban,44.31,1.84,24.94,31.91,46.08,6–10 am,2,Traditional 3PL,3.59,17.31,2.9,10.77,Van,1.64,16.28,Traffic,24.28,4,-92,33.07,2,Damaged goods,Yes,29.67,5.36,Cost over speed,3,7,23,Heavy,57,Morning,"[5, 3, 1, 2, 4]","[4, 3, 5, 1, 2]",Cost,"Real-time tracking, COD handling, AI ETA accuracy",3 misses,2.11,49.2,20.75,7,CSAT
groceries,Abu Dhabi,Tier-2 suburban,38.09,0.29,21.72,22.91,19.59,2–6 pm,2,Traditional 3PL,7.51,33.14,2.51,16.03,Van,1.75,64.63,Driver shortage,7.09,5,-18,46.14,1,Late delivery,No,38.53,6.53,Both equal,2,4,43,Light,41,Evening,"[3, 1, 5, 4, 2]","[4, 1, 3, 2, 5]",Speed,CO₂ reporting,3 misses,2.24,33.84,55.44,11,On-time %
e-commerce,Dubai,Tier-1 urban,62.6,1.18,15.9,27.13,50.32,10 am–2 pm,3,Traditional 3PL,6.87,35.11,2.55,13.12,Van,1.2,39.76,Traffic,7.19,6,-23,19.38,1,Poor support,No,34.54,4.26,Both equal,3,1,44,Light,4,Morning,"[5, 1, 3, 2, 4]","[4, 2, 1, 5, 3]",Reliability,24/7 support,3 misses,2.69,11.52,24.91,11,Cost per delivery
other,Abu Dhabi,Tier-2 suburban,12.44,12.5,22.64,1.88,41.86,10 am–2 pm,4,Traditional 3PL,6.24,22.39,3.69,11.42,Van,2.04,20.88,Driver shortage,41.72,3,24,30.03,1,Late delivery,No,27.52,8.95,Both equal,3,5,42,Moderate,42,Evening,"[5, 1, 3, 4, 2]","[5, 4, 3, 2, 1]",Cost,AI ETA accuracy,5 misses,1.94,22.78,35.08,5,Delivery time
pharma,Dubai,Tier-1 urban,26.42,5.85,22.75,5.85,23.1,2–6 pm,5,Traditional 3PL,6.81,17.65,2.0,25.14,Bike,0.92,14.16,Wrong routing,44.65,3,33,6.19,1,Late delivery,No,18.32,3.91,Both equal,3,1,71,Moderate,44,Anytime,"[4, 5, 3, 2, 1]","[5, 2, 1, 3, 4]",Service,"AI ETA accuracy, CO₂ reporting",Would stay,0.61,4.56,14.7,4,CSAT
other,Abu Dhabi,Tier-2 suburban,48.92,0.2,13.16,24.03,29.96,10 am–2 pm,2,Traditional 3PL,3.97,21.27,3.3,27.68,Van,1.4,26.92,Vehicle breakdown,6.68,8,-53,19.46,0,Damaged goods,Yes,10.97,0.17,Cost over speed,1,4,100,Moderate,60,Afternoon,"[1, 4, 3, 5, 2]","[5, 3, 4, 2, 1]",Service,"AI ETA accuracy, COD handling",After 1 miss,1.76,50.92,24.33,4,CSAT
fashion,Ras Al Khaimah,Tier-1 urban,34.02,11.38,11.11,5.27,17.89,2–6 pm,4,Traditional 3PL,2.93,27.93,2.32,19.11,Bike,1.37,41.31,Traffic,36.19,8,-35,18.18,1,Late delivery,No,17.63,6.88,Cost over speed,2,4,21,Moderate,78,Evening,"[2, 5, 1, 4, 3]","[1, 2, 3, 4, 5]",Speed,24/7 support,After 1 miss,2.04,33.27,17.02,2,On-time %
fashion,Abu Dhabi,Tier-1 urban,60.09,3.25,1.0,57.51,35.03,2–6 pm,1,Competitor B,5.23,41.05,3.66,14.3,Van,1.57,31.17,Vehicle breakdown,31.78,5,-4,14.82,0,Late delivery,No,28.16,0.13,Cost over speed,4,6,29,Moderate,62,Morning,"[1, 2, 4, 3, 5]","[5, 1, 4, 2, 3]",Reliability,Real-time tracking,After 1 miss,1.39,50.82,26.06,10,Cost per delivery
electronics,Dubai,Tier-2 suburban,33.77,3.29,28.27,17.84,44.77,2–6 pm,5,Competitor B,5.96,15.23,4.06,14.15,Van,1.53,20.93,Wrong routing,48.77,3,35,25.46,0,Late delivery,Yes,11.92,20.0,Both equal,2,1,80,Heavy,24,Evening,"[5, 2, 4, 1, 3]","[1, 5, 3, 2, 4]",Speed,"CO₂ reporting, COD handling, AI ETA accuracy",3 misses,1.3,30.92,21.18,5,CSAT
